PL_01x01
i        j       Height(m a.s.l.)
49       82      0.00000E+00
49       83      0.00000E+00
49       84      0.00000E+00
49       85      0.00000E+00
49       86      0.00000E+00
49       87      0.00000E+00
49       88      0.00000E+00
49       89      0.00000E+00
49       90      0.00000E+00
49       91      7.92200E-04
49       92      4.42200E-02
49       93      0.00000E+00
49       94      0.00000E+00
49       95      0.00000E+00
49       96      2.67800E+00
49       97      1.17900E+01
49       98      1.44600E+01
49       99      7.78900E+00
49       100     2.82900E+00
49       101     1.05100E+00
49       102     2.57400E-01
49       103     7.99900E-01
49       104     1.08300E+00
50       1       1.51700E+02
50       2       1.41600E+02
50       3       1.34800E+02
50       4       1.24700E+02
50       5       1.08600E+02
50       6       1.04200E+02
50       7       1.16400E+02
50       8       1.38600E+02
50       9       1.61300E+02
50       10      1.70600E+02
50       11      1.52400E+02
50       12      1.37200E+02
50       13      1.43600E+02
50       14      1.50900E+02
50       15      1.54400E+02
50       16      1.63300E+02
50       17      1.78600E+02
50       18      2.15400E+02
50       19      2.70000E+02
50       20      2.94300E+02
50       21      3.35300E+02
50       22      4.19000E+02
50       23      4.48300E+02
50       24      4.38900E+02
50       25      4.06900E+02
50       26      3.36500E+02
50       27      3.24100E+02
50       28      3.95400E+02
50       29      5.39700E+02
50       30      7.42900E+02
50       31      8.00600E+02
50       32      5.73100E+02
50       33      3.27500E+02
50       34      2.66500E+02
50       35      2.53300E+02
50       36      2.02300E+02
50       37      1.55400E+02
50       38      1.33500E+02
50       39      1.18700E+02
50       40      1.17600E+02
50       41      1.38200E+02
50       42      1.26800E+02
50       43      9.12200E+01
50       44      9.31400E+01
50       45      1.07100E+02
50       46      1.11000E+02
50       47      1.07100E+02
50       48      8.97700E+01
50       49      7.40800E+01
50       50      6.55900E+01
50       51      6.24000E+01
50       52      6.38900E+01
50       53      6.76300E+01
50       54      7.48400E+01
50       55      7.81000E+01
50       56      7.50000E+01
50       57      8.08100E+01
50       58      7.89300E+01
50       59      7.18000E+01
50       60      8.49500E+01
50       61      9.81100E+01
50       62      1.08900E+02
50       63      1.22600E+02
50       64      1.35000E+02
50       65      1.43700E+02
50       66      1.46500E+02
50       67      1.62800E+02
50       68      1.80800E+02
50       69      1.51600E+02
50       70      1.00700E+02
50       71      7.39500E+01
50       72      5.37000E+01
50       73      3.83900E+01
50       74      2.24800E+01
50       75      4.18300E+00
50       76      0.00000E+00
50       77      0.00000E+00
50       78      1.84800E-03
50       79      0.00000E+00
50       80      0.00000E+00
50       81      0.00000E+00
50       82      0.00000E+00
50       83      0.00000E+00
50       84      0.00000E+00
50       85      0.00000E+00
50       86      0.00000E+00
50       87      0.00000E+00
50       88      0.00000E+00
50       89      0.00000E+00
50       90      0.00000E+00
50       91      0.00000E+00
50       92      0.00000E+00
50       93      9.62400E-03
50       94      3.10000E-02
50       95      0.00000E+00
50       96      0.00000E+00
50       97      9.44400E-01
50       98      3.63400E+00
50       99      5.95600E+00
50       100     7.69700E+00
50       101     4.33300E+00
50       102     7.14300E-01
50       103     0.00000E+00
50       104     0.00000E+00
51       1       1.48300E+02
51       2       1.41200E+02
51       3       1.29300E+02
51       4       1.17200E+02
51       5       1.07300E+02
51       6       1.07600E+02
51       7       1.19800E+02
51       8       1.31000E+02
51       9       1.41500E+02
51       10      1.89000E+02
51       11      2.42900E+02
51       12      2.25900E+02
51       13      1.78800E+02
51       14      1.65300E+02
51       15      1.65700E+02
51       16      1.63600E+02
51       17      1.64900E+02
51       18      2.02200E+02
51       19      2.75400E+02
51       20      3.14900E+02
51       21      3.17900E+02
51       22      3.15200E+02
51       23      3.08700E+02
51       24      3.14000E+02
51       25      3.00000E+02
51       26      2.78200E+02
51       27      3.60800E+02
51       28      5.08000E+02
51       29      6.54400E+02
51       30      7.93500E+02
51       31      7.25100E+02
51       32      4.37800E+02
51       33      2.58400E+02
51       34      2.55000E+02
51       35      2.42700E+02
51       36      1.95300E+02
51       37      1.58900E+02
51       38      1.33900E+02
51       39      1.16900E+02
51       40      1.24600E+02
51       41      1.50600E+02
51       42      1.33900E+02
51       43      9.60900E+01
51       44      9.37900E+01
51       45      1.08700E+02
51       46      1.19100E+02
51       47      1.16600E+02
51       48      9.68800E+01
51       49      7.53800E+01
51       50      6.56800E+01
51       51      6.76600E+01
51       52      7.33500E+01
51       53      7.78300E+01
51       54      8.16500E+01
51       55      8.06700E+01
51       56      7.65900E+01
51       57      8.05800E+01
51       58      7.65000E+01
51       59      6.96400E+01
51       60      8.56500E+01
51       61      1.01000E+02
51       62      1.13800E+02
51       63      1.31900E+02
51       64      1.45100E+02
51       65      1.51200E+02
51       66      1.48600E+02
51       67      1.55300E+02
51       68      1.75500E+02
51       69      1.62200E+02
51       70      1.19400E+02
51       71      9.39000E+01
51       72      6.96700E+01
51       73      4.88100E+01
51       74      3.18600E+01
51       75      8.42100E+00
51       76      0.00000E+00
51       77      0.00000E+00
51       78      2.86600E-03
51       79      0.00000E+00
51       80      0.00000E+00
51       81      0.00000E+00
51       82      0.00000E+00
51       83      0.00000E+00
51       84      0.00000E+00
51       85      0.00000E+00
51       86      0.00000E+00
51       87      0.00000E+00
51       88      0.00000E+00
51       89      0.00000E+00
51       90      0.00000E+00
51       91      0.00000E+00
51       92      0.00000E+00
51       93      0.00000E+00
51       94      0.00000E+00
51       95      4.34200E-02
51       96      0.00000E+00
51       97      0.00000E+00
51       98      0.00000E+00
51       99      1.00100E+00
51       100     4.27600E+00
51       101     3.77800E+00
51       102     1.37000E+00
51       103     2.38100E-01
51       104     2.30200E-01
52       1       1.42900E+02
52       2       1.39000E+02
52       3       1.27400E+02
52       4       1.15100E+02
52       5       1.08500E+02
52       6       1.11000E+02
52       7       1.20000E+02
52       8       1.25500E+02
52       9       1.21800E+02
52       10      1.63000E+02
52       11      2.88100E+02
52       12      3.49100E+02
52       13      2.69300E+02
52       14      1.97900E+02
52       15      1.95100E+02
52       16      1.90000E+02
52       17      1.64700E+02
52       18      1.98300E+02
52       19      2.93900E+02
52       20      3.50000E+02
52       21      3.27300E+02
52       22      2.64800E+02
52       23      2.41900E+02
52       24      2.56500E+02
52       25      2.45200E+02
52       26      2.64500E+02
52       27      4.23800E+02
52       28      6.98400E+02
52       29      9.18900E+02
52       30      9.00100E+02
52       31      6.29500E+02
52       32      3.37000E+02
52       33      2.32700E+02
52       34      2.50700E+02
52       35      2.35600E+02
52       36      1.89700E+02
52       37      1.56900E+02
52       38      1.33800E+02
52       39      1.18000E+02
52       40      1.30100E+02
52       41      1.55400E+02
52       42      1.42800E+02
52       43      1.14700E+02
52       44      1.03800E+02
52       45      1.05800E+02
52       46      1.18800E+02
52       47      1.24100E+02
52       48      1.05100E+02
52       49      8.00500E+01
52       50      7.05500E+01
52       51      7.61300E+01
52       52      8.75400E+01
52       53      9.66100E+01
52       54      9.59400E+01
52       55      8.63000E+01
52       56      8.03600E+01
52       57      8.38400E+01
52       58      8.30000E+01
52       59      7.72200E+01
52       60      8.61500E+01
52       61      9.99700E+01
52       62      1.12800E+02
52       63      1.36400E+02
52       64      1.56100E+02
52       65      1.57000E+02
52       66      1.48500E+02
52       67      1.50100E+02
52       68      1.69000E+02
52       69      1.71200E+02
52       70      1.41200E+02
52       71      1.06700E+02
52       72      7.96600E+01
52       73      6.86800E+01
52       74      4.97900E+01
52       75      1.47800E+01
52       76      4.37500E-01
52       77      0.00000E+00
52       78      0.00000E+00
52       79      0.00000E+00
52       80      0.00000E+00
52       81      0.00000E+00
52       82      0.00000E+00
52       83      0.00000E+00
52       84      0.00000E+00
52       85      0.00000E+00
52       86      0.00000E+00
52       87      0.00000E+00
52       88      0.00000E+00
52       89      0.00000E+00
52       90      0.00000E+00
52       91      0.00000E+00
52       92      0.00000E+00
52       93      0.00000E+00
52       94      0.00000E+00
52       95      0.00000E+00
52       96      1.08600E-03
52       97      1.46300E-02
52       98      0.00000E+00
52       99      0.00000E+00
52       100     0.00000E+00
52       101     6.33800E-01
52       102     5.79700E-01
52       103     1.57300E-01
52       104     9.17600E-02
53       1       1.44500E+02
53       2       1.35500E+02
53       3       1.23200E+02
53       4       1.14400E+02
53       5       1.10200E+02
53       6       1.13500E+02
53       7       1.21100E+02
53       8       1.27300E+02
53       9       1.25000E+02
53       10      1.26500E+02
53       11      2.07500E+02
53       12      3.43600E+02
53       13      3.56400E+02
53       14      2.52600E+02
53       15      2.13900E+02
53       16      2.38800E+02
53       17      2.08600E+02
53       18      1.96400E+02
53       19      2.99600E+02
53       20      3.79200E+02
53       21      3.25800E+02
53       22      2.39800E+02
53       23      2.21000E+02
53       24      2.42400E+02
53       25      2.68600E+02
53       26      3.63700E+02
53       27      5.34200E+02
53       28      7.68000E+02
53       29      9.72200E+02
53       30      8.95900E+02
53       31      5.91700E+02
53       32      3.29300E+02
53       33      2.24000E+02
53       34      2.24400E+02
53       35      2.18300E+02
53       36      1.86300E+02
53       37      1.56100E+02
53       38      1.33600E+02
53       39      1.21400E+02
53       40      1.31100E+02
53       41      1.54600E+02
53       42      1.61400E+02
53       43      1.44800E+02
53       44      1.19700E+02
53       45      1.08500E+02
53       46      1.18100E+02
53       47      1.26000E+02
53       48      1.08800E+02
53       49      8.01900E+01
53       50      6.95500E+01
53       51      8.10200E+01
53       52      9.91500E+01
53       53      1.08400E+02
